Date,Hour,t_index,Weather_Indicator
2023-05-05,16,833,0.0
2023-05-05,16,834,0.0
2023-05-05,16,835,0.0
2023-05-05,16,836,0.0
2023-05-05,16,837,0.0
2023-05-05,16,838,0.0
2023-05-05,16,839,0.0
2023-05-05,16,840,0.0
2023-05-05,16,841,0.0
2023-05-05,16,842,0.0
2023-05-05,16,843,0.0
2023-05-05,16,844,0.0
2023-05-05,17,845,0.0
2023-05-05,17,846,0.0
2023-05-05,17,847,0.0
2023-05-05,17,848,0.0
2023-05-05,17,849,0.0
2023-05-05,17,850,0.0
2023-05-05,17,851,0.0
2023-05-05,17,852,0.0
2023-05-05,17,853,0.0
2023-05-05,17,854,0.0
2023-05-05,17,855,0.0
2023-05-05,17,856,0.0
2023-05-05,18,857,0.0
2023-05-05,18,858,0.0
2023-05-05,18,859,0.0
2023-05-05,18,860,0.0
2023-05-05,18,861,0.0
2023-05-05,18,862,0.0
2023-05-05,18,863,0.0
2023-05-05,18,864,0.0
2023-05-05,18,865,0.0
2023-05-05,18,866,0.0
2023-05-05,18,867,0.0
2023-05-05,18,868,0.0
2023-05-05,19,869,0.0
2023-05-05,19,870,0.0
2023-05-05,19,871,0.0
2023-05-05,19,872,0.0
2023-05-05,19,873,0.0
2023-05-05,19,874,0.0
2023-05-05,19,875,0.0
2023-05-05,19,876,0.0
2023-05-05,19,877,0.0
2023-05-05,19,878,0.0
2023-05-05,19,879,0.0
2023-05-05,19,880,0.0
2023-05-05,20,881,0.0
2023-05-05,20,882,0.0
2023-05-05,20,883,0.0
2023-05-05,20,884,0.0
2023-05-05,20,885,0.0
2023-05-05,20,886,0.0
2023-05-05,20,887,0.0
2023-05-05,20,888,0.0
2023-05-05,20,889,0.0
2023-05-05,20,890,0.0
2023-05-05,20,891,0.0
2023-05-05,20,892,0.0
2023-05-05,21,893,0.0
2023-05-05,21,894,0.0
2023-05-05,21,895,0.0
2023-05-05,21,896,0.0
2023-05-05,21,897,0.0
2023-05-05,21,898,0.0
2023-05-05,21,899,0.0
2023-05-05,21,900,0.0
2023-05-05,21,901,0.0
2023-05-05,21,902,0.0
2023-05-05,21,903,0.0
2023-05-05,21,904,0.0
2023-05-05,22,905,0.0
2023-05-06,7,906,0.0
2023-05-06,7,907,0.0
2023-05-06,7,908,0.0
2023-05-06,7,909,0.0
2023-05-06,7,910,0.0
2023-05-06,7,911,0.0
2023-05-06,7,912,0.0
2023-05-06,7,913,0.0
2023-05-06,7,914,0.0
2023-05-06,7,915,0.0
2023-05-06,7,916,0.0
2023-05-06,7,917,0.0
2023-05-06,8,918,0.0
2023-05-06,8,919,0.0
2023-05-06,8,920,0.0
2023-05-06,8,921,0.0
2023-05-06,8,922,0.0
2023-05-06,8,923,0.0
2023-05-06,8,924,0.0
2023-05-06,8,925,0.0
